depth,age,upstream distance,,,,,surface elevation,,,,,thinning function,,,,,past accumulation rate,,,,
[m],[yr],[km],,,,,[m.a.s.l.],,,,,,,,,,[m/yr],,,,
,,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread,flow line A,flow line B,flow line C,average,spread
700,5915.78097131006,130.00950536799,129.577492640274,148.857414597179,136.148137535148,12.7092770620311,2902.67053105291,2904.14638270885,2915.67058543859,2907.49583306678,8.1747523718105,0.289921044457328,0.319050339494703,0.31295313725467,0.307308173735567,0.0173871292782392,0.176919665446665,0.18448783888387,0.182850600253586,0.181419368194707,0.00449970274804193
701,5923.79827954624,130.108582214151,129.662707340217,148.973060583039,136.248116712469,12.7249438705704,2902.89642315891,2904.13646425776,2915.8604037669,2907.63109706119,8.229306705711,0.291903065067283,0.31925476624528,0.314649012496052,0.308602281269538,0.0166992162022549,0.156739996621667,0.163037661794569,0.161942002291968,0.160573220236068,0.00383322361440086
702,5934.08168191721,130.207659060311,129.747922040159,149.0887065689,136.34809588979,12.7406106791097,2903.12231526492,2904.12654580668,2916.05022209522,2907.7663610556,8.28386103961082,0.293885085677239,0.319459192995856,0.316344887737434,0.30989638880351,0.0160113031262707,0.160198604159837,0.166218722649295,0.165461534071736,0.163959620293623,0.00376101613378573
703,5941.83403050109,130.306735906472,129.833136740101,149.20435255476,136.448075067111,12.756277487649,2903.34820737093,2904.1166273556,2916.24004042353,2907.90162505002,8.33841537351035,0.295867106287194,0.319663619746432,0.318040762978816,0.311190496337481,0.0153233900502865,0.154271283104214,0.159667317729607,0.15928735779494,0.157741986209587,0.00347070310537329
704,5953.16396001538,130.405812752632,129.918351440044,149.31999854062,136.548054244432,12.7719442961882,2903.57409947693,2904.10670890451,2916.42985875184,2908.03688904443,8.39296970741074,0.29784912689715,0.319868046497009,0.319736638220198,0.312484603871452,0.0146354769743023,0.134278030627454,0.138625212295931,0.138598433696209,0.137167225539865,0.00288919491241046
705,5963.13354575164,130.504889598793,130.003566139986,149.430045677544,136.646167138774,12.7838785387693,2903.79999158294,2904.09679045343,2916.54341290787,2908.14673164808,8.39668125979277,0.299831147507105,0.320072473247585,0.32143251346158,0.313778711405423,0.0139475638983181,0.159093046121134,0.163829218790837,0.164157578652167,0.162359947854713,0.00326690173357823
706,5971.29821600772,130.603966444954,130.088780839929,149.532995614881,136.741914299921,12.7910813149597,2904.02588368895,2904.08687200235,2916.56029325506,2908.22434964879,8.33594360627698,0.301813168117061,0.320276899998161,0.323128388702962,0.315072818939395,0.0132596508223339,0.171419340918201,0.176075708709645,0.176817471085545,0.174770840237797,0.00335149931959577
707,5979.85352155434,130.703043291114,130.173995539871,149.635945552218,136.837661461068,12.79828409115,2904.25177579495,2904.07695355126,2916.57717360225,2908.30196764949,8.2752059527623,0.303795188727016,0.320481326748738,0.324824263944344,0.316366926473366,0.0125717377463496,0.153472789903599,0.157241440061007,0.158252865179334,0.15632236504798,0.00284957514438106
708,5990.18298421372,130.802120137275,130.259210239813,149.738895489555,136.933408622214,12.8054868673403,2904.47766790096,2904.06703510018,2916.59405394944,2908.37958565019,8.21446829924709,0.305777209336972,0.320685753499314,0.326520139185725,0.317661034007337,0.0118838246703654,0.15730026555985,0.160752449829395,0.162145055379925,0.160065923589723,0.00276565802987308
709,5998.40718232044,130.901196983436,130.344424939756,149.841845426892,137.029155783361,12.8126896435307,2904.70356000697,2904.0571166491,2916.61093429663,2908.4572036509,8.15373064573288,0.307759229946927,0.32089018024989,0.328216014427107,0.318955141541308,0.0111959115943812,0.175910043637256,0.179311358083928,0.181266756401877,0.17882938604102,0.00291934240376444
710,6006.60714285714,130.992438449952,130.433587388971,149.944795364229,137.123607067717,12.8211882965115,2904.7961290963,2904.07684349201,2916.62781464382,2908.50026241071,8.12755223311109,0.309741250556883,0.321094607000467,0.329911889668489,0.32024924907528,0.010507998518397,0.173637587359193,0.176541334245902,0.178864334494132,0.176347752033076,0.00271016467388315
711,6015.09914057704,131.071608713726,130.528123853942,150.047745301566,137.215825956411,12.8319193451544,2904.68330045923,2904.13692605814,2916.64469499101,2908.48830716946,8.156387821552,0.309529723280765,0.321293080554543,0.32958824113836,0.320137014991223,0.0106072917104576,0.18373674997799,0.18692127775042,0.18923409818499,0.1866307086378,0.00289395865980982
712,6022.45361711919,131.150778977501,130.622660318913,150.150695238903,137.308044845106,12.8426503937972,2904.57047182215,2904.19700862427,2916.6615753382,2908.47635192821,8.18522340999213,0.309318196004648,0.32149155410862,0.32926459260823,0.320024780907166,0.0107065849025182,0.174712235709628,0.17784680923383,0.179907845642484,0.177488963528647,0.00277672781901944
713,6031.94402794628,131.229949241275,130.717196783884,150.25364517624,137.4002637338,12.8533814424401,2904.45764318508,2904.2570911904,2916.67845568539,2908.46439668695,8.21405899843308,0.30910666872853,0.321690027662696,0.3289409440781,0.319912546823109,0.0108058780945788,0.151030526998432,0.153832301126401,0.155494487408835,0.153452438511223,0.00242191151279034
714,6041.6224665311,131.309119505049,130.811733248856,150.356595113577,137.492482622494,12.8641124910829,2904.34481454801,2904.31717375653,2916.69533603258,2908.4524414457,8.24289458687387,0.308895141452412,0.321888501216773,0.32861729554797,0.319800312739052,0.0109051712866394,0.152568974294254,0.155492363110756,0.157050753168329,0.155037363524446,0.00246838923019255
715,6050.91961447212,131.388289768824,130.906269713827,150.459161016968,137.584573499873,12.8745875170951,2904.23198591093,2904.37725632266,2916.71577312993,2908.44167178784,8.27410134209303,0.308683614176295,0.322086974770849,0.328293647017841,0.319688078654995,0.0110044644787,0.16055160596272,0.16372595280172,0.16523880633192,0.163172121698787,0.00262051573606664
716,6059.65903636748,131.467460032598,131.000806178798,150.561240112161,137.676502107852,12.8847380043086,2904.11915727386,2904.43733888879,2916.74071882649,2908.43240499638,8.30831383010999,0.308472086900177,0.322285448324925,0.327969998487711,0.319575844570938,0.0111037576707605,0.186532037546474,0.190333984023137,0.191943976251799,0.189603332607137,0.00307129506066243
717,6066.62475640484,131.546630296372,131.095342643769,150.663319207354,137.768430715832,12.8948884915221,2904.00632863679,2904.49742145492,2916.76566452304,2908.42313820491,8.34252631812739,0.30826055962406,0.322483921879002,0.327646349957581,0.319463610486881,0.0112030508628211,0.174413529503668,0.178075061520995,0.179442347468848,0.177310312831171,0.00289678332750227
718,6076.85626916165,131.625800560147,131.18987910874,150.765398302547,137.860359323811,12.9050389787356,2903.89349999971,2904.55750402105,2916.7906102196,2908.41387141345,8.37673880614443,0.308049032347942,0.322682395433078,0.327322701427451,0.319351376402824,0.0113023440548818,0.163295709356707,0.166823692963141,0.167974486938355,0.166031296419401,0.00273558706269416
719,6084.65366229693,131.704970823921,131.284415573711,150.86747739774,137.952287931791,12.9151894659491,2903.78067136264,2904.61758658718,2916.81555591615,2908.40460462199,8.4109512941616,0.307837505071825,0.322880868987155,0.326999052897322,0.319239142318767,0.0114016372469423,0.176254010440883,0.180169795860551,0.181272279233874,0.179232028511769,0.00297801807088639
720,6093.29335623921,131.791891654157,131.378864441026,150.969556492933,138.046770862705,12.9227856302277,2903.79817855845,2904.6705739599,2916.8405016127,2908.43641804368,8.40408356901933,0.307625977795707,0.323079342541231,0.326675404367192,0.31912690823471,0.011500930439003,0.159529957068446,0.163171853038457,0.164043313958775,0.162248374688559,0.00271841762011352
721,6102.8023177221,131.890753023762,131.473194062878,151.071635588126,138.145194224922,12.9264413632038,2904.01648141888,2904.71390274529,2916.86544730926,2908.53194382448,8.3335034847807,0.307668270383021,0.324343588736551,0.326953374572997,0.319655077897523,0.0119868075145017,0.145371086659981,0.148958870493662,0.149536469036974,0.147955475396872,0.00258438873689098
722,6113.2053221596,131.989614393368,131.56752368473,151.173714683319,138.243617587139,12.9300970961799,2904.23478427932,2904.75723153068,2916.89039300581,2908.62746960527,8.26292340054182,0.307710562970335,0.32560783493187,0.327231344778801,0.320183247560335,0.0124726845900005,0.141193522023756,0.144940568614386,0.145290335861328,0.14380814216649,0.00261462014273389
723,6123.26897564489,132.088475762973,131.661853306582,151.275793778512,138.342040949356,12.933752829156,2904.45308713976,2904.80056031607,2916.91533870237,2908.72299538606,8.1923433163027,0.307752855557649,0.326872081127189,0.327509314984606,0.320711417223148,0.0129585616654993,0.160670237166046,0.165233843013554,0.165390414102947,0.163764831427516,0.00309459426146993
724,6131.39380325616,132.187337132579,131.756182928435,151.377872873705,138.440464311573,12.9374085621321,2904.67139000019,2904.84388910146,2916.94028439892,2908.81852116686,8.12176323206329,0.307795148144962,0.328136327322508,0.32778728519041,0.32123958688596,0.0134444387409981,0.162379902628616,0.167296076591465,0.167209209178846,0.165628396132975,0.00324849350435966
725,6141.22463640071,132.286198502185,131.850512550287,151.484669280811,138.540460111094,12.9442091697168,2904.88969286063,2904.88721788684,2917.0594418927,2908.94545088006,8.11399101264161,0.307837440732276,0.329400573517828,0.328065255396215,0.321767756548773,0.0139303158164968,0.147808537962348,0.152561323313865,0.152258142236663,0.150876001170959,0.00306746320861096
726,6150.94334836059,132.38505987179,131.944842172139,151.597445435635,138.642449159855,12.9549962757801,2905.10799572106,2904.93054667223,2917.29802392102,2909.11218877144,8.18583514957901,0.30787973331959,0.330664819713147,0.328343225602019,0.322295926211585,0.0144161928919957,0.182806603233493,0.189029590416392,0.18837620612747,0.186737466592452,0.00393086335895816
727,6157.60317686859,132.483921241396,132.039171793991,151.710221590459,138.744438208615,12.9657833818435,2905.3262985815,2904.97387545762,2917.53660594933,2909.27892666282,8.25767928651572,0.307922025906904,0.331929065908466,0.328621195807824,0.322824095874398,0.0149020699674944,0.209797832001967,0.217336889141103,0.21626607458326,0.214466931908777,0.00466909990680987
728,6164.73386597265,132.582782611001,132.133501415843,151.822997745283,138.846427257376,12.9765704879068,2905.54460144194,2905.01720424301,2917.77518797765,2909.4456645542,8.3295234234526,0.307964318494217,0.333193312103786,0.328899166013629,0.323352265537211,0.0153879470429932,0.184588845304218,0.191572864635624,0.19034705500167,0.188836254980504,0.00424740967628568
729,6173.41101437784,132.681643980607,132.227831037696,151.935773900106,138.948416306136,12.9873575939702,2905.76290430237,2905.0605330284,2918.01377000597,2909.61240244558,8.40136756038887,0.308006611081531,0.334457558299105,0.329177136219433,0.323880435200023,0.0158738241184921,0.153384973233815,0.159481019972183,0.158225655635906,0.157030549613968,0.00364557638015323
730,6183.71630440145,132.776571565128,132.326076322062,152.04855005493,139.05039931404,12.9981507408904,2905.91085691084,2905.16323119825,2918.25235203429,2909.77548004779,8.47687198649483,0.308048903668845,0.335721804494424,0.329455106425238,0.324408604862836,0.0163597011939908,0.13176521256076,0.137254367080848,0.135971631673548,0.134997070438386,0.00323185787762514
731,6195.43789882651,132.865438751883,132.429651942929,152.161326209754,139.152138968189,13.0091872415656,2905.95042776972,2905.34674807909,2918.4909340626,2909.92936997047,8.56156409213149,0.309257433456588,0.336674914789197,0.331203988308177,0.325712112184654,0.0164546787280665,0.142741484052524,0.148641474964454,0.147425548781665,0.146269502599548,0.00352801854702386
732,6204.37583815678,132.954305938638,132.533227563796,152.274102364578,139.253878622337,13.0202237422409,2905.98999862861,2905.53026495993,2918.72951609092,2910.08325989315,8.6462561977676,0.31046596324433,0.33762802508397,0.332952870191117,0.327015619506472,0.0165496562621422,0.17070838748343,0.177708671240843,0.176463158702483,0.174960072475585,0.00425168499215517
733,6212.47065272932,133.043173125393,132.636803184663,152.386878519402,139.355618276486,13.0312602429162,2906.02956948749,2905.71378184077,2918.96809811924,2910.23714981583,8.73094830340478,0.311674493032073,0.338581135378743,0.334701752074056,0.328319126828291,0.0166446337962178,0.155457064729965,0.161781087017033,0.160837734392937,0.159358628713312,0.00390156398334669
734,6223.5235212496,133.132040312147,132.74037880553,152.499654674226,139.457357930634,13.0422967435916,2906.06914034638,2905.89729872161,2919.20668014756,2910.39103973852,8.81564040904038,0.312883022819816,0.339534245673515,0.336450633956996,0.329622634150109,0.0167396113302935,0.15716033111396,0.163502090669004,0.162742272352141,0.161134898045035,0.00397456693107504
735,6231.49159716205,133.220907498902,132.843954426397,152.607007882493,139.557289935931,13.0497179465624,2906.10871120526,2906.08081560245,2919.37018667644,2910.51990449472,8.85028218172088,0.314091552607558,0.340487355968288,0.338199515839936,0.330926141471927,0.0168345888643692,0.178618352206232,0.185767229402325,0.185125033253891,0.18317020495415,0.00455185274791729
736,6239.85763746652,133.309774685657,132.947530047264,152.707486868132,139.654930533684,13.0525563344476,2906.14828206415,2906.26433248329,2919.43852617912,2910.61704690885,8.82147927026798,0.315300082395301,0.341440466263061,0.339948397722875,0.332229648793746,0.0169295663984448,0.166678488115875,0.173294502976556,0.172902765004576,0.170958585365669,0.00428009724979401
737,6249.05569275948,133.398641872412,133.051105668131,152.807965853771,139.752571131438,13.0553947223329,2906.18785292303,2906.44784936414,2919.5068656818,2910.71418932299,8.79267635881358,0.316508612183044,0.342393576557834,0.341697279605815,0.333533156115564,0.0170245439325204,0.160140149203196,0.166443649152908,0.166267599135192,0.164283799163765,0.00414364996056954
738,6258.13091060081,133.487509059167,133.154681288998,152.90844483941,139.850211729192,13.0582331102182,2906.22742378192,2906.63136624498,2919.57520518449,2910.81133173713,8.76387344736017,0.317717141970786,0.343346686852607,0.343446161488754,0.334836663437382,0.0171195214665962,0.169160949691491,0.175763395861433,0.175790025817463,0.173571457123462,0.0044105074319713
739,6266.41996380875,133.576376245922,133.258256909865,153.008923825049,139.947852326945,13.0610714981033,2906.2669946408,2906.81488312582,2919.64354468717,2910.90847415126,8.73507053590701,0.318925671758529,0.344299797147379,0.345195043371694,0.336140170759201,0.0172144990006719,0.199435100524244,0.207152791056631,0.207436009367935,0.204674633649603,0.00523953312535952
740,6273.04163778163,133.665203044847,133.357736639381,153.109402810687,140.044114164972,13.0652886457156,2906.30294769389,2906.92570158588,2919.71188418985,2910.98017782321,8.73170636664344,0.320134201546272,0.345252907442152,0.346943925254633,0.337443678081019,0.0173094765347475,0.196631393268496,0.204174956567286,0.204703645452926,0.201836665096236,0.00520527182773986
741,6281.63663844821,133.753967622194,133.451640689406,153.209881796326,140.138496702642,13.0713850936841,2906.3333271476,2906.93755670462,2919.78022369253,2911.01703584825,8.763187844283,0.320723681609471,0.345002022900339,0.346730114484004,0.337485272997938,0.0167615913884671,0.158286728269048,0.164153829153462,0.164588064462445,0.162342873961652,0.00405614569260382
742,6291.76895147314,133.842732199541,133.545544739431,153.310360781965,140.232879240312,13.0774815416527,2906.3637066013,2906.94941182336,2919.84856319522,2911.0538938733,8.79466932192142,0.32131316167267,0.344751138358526,0.346516303713375,0.337526867914857,0.0162137062421867,0.167580335945302,0.173574614206319,0.174043467365502,0.171732805839041,0.00415246989373906
743,6299.53443457539,133.931496776888,133.639448789456,153.410839767604,140.327261777983,13.0835779896212,2906.39408605501,2906.96126694211,2919.9169026979,2911.09075189834,8.82615079956019,0.321902641735869,0.344500253816712,0.346302492942745,0.337568462831776,0.0156658210959063,0.17693732907337,0.183037043296452,0.183541675052548,0.181172015807457,0.0042346867340865
744,6308.52833367316,134.020261354235,133.733352839481,153.511318753243,140.421644315653,13.0896744375897,2906.42446550872,2906.97312206085,2919.98524220058,2911.12760992338,8.85763227719952,0.322492121799069,0.344249369274899,0.346088682172116,0.337610057748694,0.0151179359496259,0.163955608378182,0.169395515835975,0.169871989248368,0.167741037820842,0.00378542944266014
745,6317.53929499876,134.109025931582,133.827256889506,153.616493551272,140.51759212412,13.0989014271521,2906.45484496242,2906.98497717959,2920.12575559571,2911.18852591258,8.93722968313952,0.323081601862268,0.343998484733086,0.345874871401486,0.337651652665613,0.0145700508033454,0.167199618606593,0.172530848423976,0.173025760742303,0.170918742590957,0.00371912398436444
746,6326.20592937608,134.19779050893,133.92116093953,153.727620843846,140.615524097435,13.1120967464109,2906.48522441613,2906.99683229833,2920.3577578889,2911.27993820112,9.07781968778175,0.323671081925467,0.343747600191273,0.345661060630857,0.337693247582532,0.014022165657065,0.163180225799821,0.168172345881733,0.168664126381893,0.166672232687815,0.00349200688799474
747,6335.69882227824,134.286555086277,134.015064989555,153.838748136421,140.713456070751,13.1252920656697,2906.51560386983,2907.00868741708,2920.58976018209,2911.37135048967,9.21840969242283,0.324260561988666,0.343496715649459,0.345447249860227,0.337734842499451,0.0134742805107846,0.169237148001797,0.174195953024833,0.174715048186651,0.172716049737761,0.00347890173596321
748,6343.8039644714,134.375319663624,134.10896903958,153.949875428995,140.811388044066,13.1384873849285,2906.54598332354,2907.02054253582,2920.82176247528,2911.46276277821,9.3589996970648,0.324850042051866,0.343245831107646,0.345233439089598,0.33777643741637,0.0129263953645043,0.180829673992981,0.185894742012893,0.186459043697014,0.184394486567629,0.0035648125746481
749,6352.08239601386,134.464084240971,134.202873089605,154.061002721569,140.909320017382,13.1516827041874,2906.57636277724,2907.03239765456,2921.05376476846,2911.55417506676,9.4995897017072,0.325439522115065,0.342994946565833,0.345019628318969,0.337818032333289,0.0123785102182238,0.193681188673936,0.198856423563725,0.199471130491888,0.197336247576516,0.00365505890258045
750,6359.19965534898,134.556683055994,134.29668452845,154.172130014143,141.008499199529,13.1636308146142,2906.66959501644,2907.03757899855,2921.28576706165,2911.66431369221,9.62145336943485,0.326029002178264,0.34274406202402,0.344805817548339,0.337859627250208,0.0118306250719434,0.207888564672234,0.21317550024629,0.213846317810081,0.211636794242868,0.0037482295706342
751,6366.35691877288,134.655188905833,134.390369896994,154.283257306718,141.109605369848,13.1736519368696,2906.85965839223,2907.03367542651,2921.51776935484,2911.80370105786,9.71406829697718,0.325547616523009,0.344078687356843,0.345164139402294,0.338263481094049,0.0127158645710393,0.187742102976334,0.193046187691507,0.193366179909259,0.1913848235257,0.00364272054936656
752,6375.16531749879,134.753694755671,134.484055265537,154.394384599292,141.210711540167,13.1836730591252,2907.04972176801,2907.02977185448,2921.74977164802,2911.9430884235,9.80668322451879,0.325066230867754,0.345413312689666,0.345522461256249,0.33866733493789,0.0136011040701353,0.156085783811495,0.16093753267229,0.160964372555954,0.159329229679913,0.00324344586841818
753,6385.456864646,134.852200605509,134.577740634081,154.505511891866,141.311817710485,13.1936941813807,2907.2397851438,2907.02586828244,2921.98177394121,2912.08247578915,9.89929815206071,0.3245848452125,0.346747938022489,0.345880783110204,0.339071188781731,0.0144863435692311,0.157199865812945,0.162533236220048,0.16231776862552,0.160683623552838,0.00348375773989295
754,6394.13868456132,134.950706455347,134.671426002625,154.61663918444,141.412923880804,13.2037153036362,2907.42984851959,2907.0219647104,2922.2137762344,2912.22186315479,9.99191307960227,0.324103459557245,0.348082563355312,0.346239104964159,0.339475042625572,0.015371583068327,0.167555705081651,0.173718810128803,0.173228962233855,0.171501159148103,0.00394545406645172
755,6403.12200453529,135.049212305186,134.765111371169,154.727317538179,141.513880404844,13.2134371333343,2907.61991189538,2907.01806113836,2922.4391801929,2912.35905107555,10.0801291173564,0.32362207390199,0.349417188688135,0.346597426818113,0.339878896469413,0.016256822567423,0.1649660633565,0.171506842587231,0.170766704003417,0.169079869982382,0.00411380662588287
756,6412.06323835545,135.147718155024,134.858796739712,154.837426809136,141.614647234624,13.2227795745119,2907.80997527117,2907.01415756632,2922.65621998608,2912.49345094119,10.1627690448912,0.323140688246735,0.350751814020958,0.346955748672068,0.340282750313254,0.0171420620665189,0.170256884896035,0.177497543190218,0.17646577195596,0.174740066680738,0.00448318178470226
757,6420.49220335675,135.246224004862,134.952482108256,154.947536080093,141.715414064404,13.2321220156894,2908.00003864695,2907.01025399428,2922.87325977925,2912.62785080683,10.2454089724259,0.32265930259148,0.352086439353782,0.347314070526023,0.340686604157095,0.0180273015656149,0.159044098233049,0.166267611853096,0.165051881082688,0.163454530389611,0.0044104321565619
758,6430.8211223203,135.3447298547,135.0461674768,155.057645351051,141.816180894184,13.2414644568671,2908.19010202274,2907.00635042224,2923.09029957243,2912.76225067247,10.3280488999605,0.322177916936225,0.353421064686605,0.347672392379978,0.341090458000936,0.0189125410647107,0.159229713205774,0.166923804652671,0.165452779600359,0.163868765819601,0.00463905261382741
759,6439.22142857143,135.443235704539,135.139852845344,155.167754622008,141.916947723964,13.2508068980447,2908.38016539853,2907.0024468502,2923.30733936561,2912.89665053811,10.4106888274954,0.32169653128097,0.354755690019428,0.348030714233933,0.341494311844777,0.0197977805638066,0.176549860410428,0.185595410708634,0.183681018926438,0.181942096681833,0.00539223627140578
760,6447.52256135935,135.541687863952,135.237417367125,155.277863892966,142.018989708014,13.2588741849513,2908.56641548018,2907.05752455064,2923.52437915878,2913.04943972987,10.4749394289136,0.321215145625716,0.356090315352251,0.348389036087888,0.341898165688618,0.0206830200629026,0.159750687857039,0.168403038467346,0.166412711569809,0.164855479298065,0.00510479144102615
761,6457.89522973163,135.640057307781,135.340262525841,155.387973163923,142.122764332515,13.2652088314077,2908.74679079267,2907.19289263069,2923.74141895196,2913.22703412511,10.5143848268517,0.322095302879536,0.356580000126746,0.349189786816018,0.342621696607433,0.0205263937278973,0.153119899766241,0.161326504141302,0.159494576408568,0.157980326772037,0.00486042700579636
762,6466.88850534635,135.73842675161,135.443107684558,155.49808243488,142.226538957016,13.2715434778641,2908.92716610516,2907.32826071074,2923.95845874513,2913.40462852034,10.5538302247898,0.322975460133356,0.357069684901241,0.349990537544148,0.343345227526248,0.020369767392892,0.172229145731975,0.18136235825636,0.179387170304056,0.177659558097464,0.00543041236548849
763,6475.08438516969,135.83679619544,135.545952843274,155.608191705838,142.330313581517,13.2778781243206,2909.10754141766,2907.46362879078,2924.17549853831,2913.58222291558,10.5932756227277,0.323855617387177,0.357559369675736,0.350791288272278,0.344068758445064,0.0202131410578868,0.167887211632271,0.176694918875841,0.174852852414123,0.173144994307411,0.00525778267514074
764,6484.60642956764,135.935165639269,135.648798001991,155.718300976795,142.434088206018,13.284212770777,2909.28791673015,2907.59899687083,2924.39253833149,2913.75981731082,10.6327210206652,0.324735774640997,0.35804905445023,0.351592039000409,0.344792289363879,0.0200565147228816,0.151621976238956,0.15949021812674,0.157901972971711,0.156338055779136,0.00471607954017967
765,6494.63145920502,136.033535083098,135.751643160707,155.823084449727,142.536087564511,13.2869968852164,2909.46829204264,2907.73436495087,2924.52803816156,2913.91023171836,10.6178064432051,0.325615931894818,0.358538739224725,0.352392789728539,0.345515820282694,0.0198998883878762,0.146050136374014,0.153546115935643,0.152088926054325,0.150561726121327,0.00451158974731353
766,6504.91556358565,136.131904526927,135.854488319423,155.921116847221,142.635836564524,13.2852802826972,2909.64866735513,2907.86973303092,2924.56017649738,2914.02619229448,10.5339842028995,0.326496089148638,0.35902842399922,0.353193540456669,0.346239351201509,0.019743262052871,0.163937589501925,0.172258196461674,0.170704243960468,0.168966676641356,0.00502908713943109
767,6513.00697886493,136.230273970756,135.95733347814,156.019149244715,142.735585564537,13.2835636801779,2909.82904266763,2908.00510111096,2924.59231483319,2914.14215287059,10.4501619625941,0.327376246402459,0.359518108773715,0.353994291184799,0.346962882120324,0.0195866357178657,0.169936636989893,0.178464715726835,0.176938712903205,0.175113355206644,0.00517671821675153
768,6522.52905957362,136.328643414586,136.060178636856,156.117181642209,142.83533456455,13.2818470776587,2910.00941798012,2908.14046919101,2924.624453169,2914.25811344671,10.3663397222878,0.328256403656279,0.36000779354821,0.354795041912929,0.347686413039139,0.0194300093828604,0.180646045440016,0.189608284297582,0.188076397597633,0.186110242445077,0.00546419700506068
769,6529.79245880285,136.427012858415,136.163023795572,156.215214039703,142.935083564563,13.2801304751394,2910.18979329261,2908.27583727105,2924.65659150481,2914.37407402282,10.2825174819834,0.329136560910099,0.360497478322705,0.355595792641059,0.348409943957955,0.0192733830478552,0.173603280379519,0.182116707542026,0.180731429718646,0.178817139213397,0.00521385883387826
770,6540.2909698258,136.529190362255,136.261799516153,156.313246437196,143.034745438535,13.2785009986619,2910.43274303606,2908.33860567943,2924.68872984062,2914.48669285203,10.2020369885839,0.33001671816392,0.3609871630972,0.35639654336919,0.34913347487677,0.0191167567128499,0.146924883565872,0.154045756188495,0.1529469965717,0.151305878775356,0.00438099520948349
771,6550.13127846948,136.637234571542,136.355035567633,156.41127883469,143.134516324622,13.2767625100685,2910.77209508248,2908.30254517227,2924.72086817643,2914.59850281039,10.1223653660352,0.329777399690705,0.361491836971803,0.356576248752574,0.349281828471694,0.0195044287809892,0.159930724057115,0.167874417201734,0.166591900810464,0.164799014023104,0.00486828996598918
772,6559.00002208542,136.74527878083,136.448271619113,156.509311232184,143.234287210709,13.2750240214752,2911.11144712891,2908.2664846651,2924.75300651224,2914.71031276875,10.0426937434874,0.32953808121749,0.361996510846405,0.356755954135959,0.349430182066618,0.0198921008491284,0.168556324526807,0.17713162809673,0.175688523651033,0.17379215875819,0.00523583423138288
773,6567.82882404951,136.853322990117,136.541507670593,156.607343629678,143.334058096796,13.2732855328819,2911.45079917534,2908.23042415794,2924.78514484805,2914.82212272711,9.96302212093846,0.329298762744274,0.362501184721008,0.356935659519344,0.349578535661542,0.0202797729172677,0.171742110161345,0.180686838960968,0.179123049628325,0.177183999583546,0.00544188942220134
774,6576.36783068783,136.961367199405,136.634743722074,156.705376027172,143.433828982883,13.2715470442885,2911.79015122177,2908.19436365078,2924.81728318386,2914.93393268547,9.88335049839052,0.329059444271059,0.363005858595611,0.357115364902728,0.349726889256466,0.0206674449854068,0.185783093483273,0.195683765178582,0.193890793435822,0.191785884032559,0.00600279054928602
775,6583.93274618102,137.069411408692,136.727979773554,156.807922959198,143.535104713815,13.2728182453833,2912.1295032682,2908.15830314362,2924.92690736283,2915.07157125821,9.85533610461364,0.328820125797844,0.363510532470214,0.357295070286113,0.34987524285139,0.0210551170535461,0.178818589193458,0.188564688533915,0.186741119681937,0.18470813246977,0.00588954327631241
776,6593.20490978487,137.17745561798,136.821215825034,156.916192594761,143.638288012591,13.2779045821691,2912.46885531463,2908.12224263645,2925.13475396218,2915.24195063775,9.8928033244266,0.328580807324629,0.364015206344817,0.357474775669498,0.350023596446315,0.0214427891216853,0.157333148314363,0.166099089909338,0.164408324252756,0.162613520825486,0.00528037251112261
777,6602.87391109115,137.285499827267,136.914451876514,157.024462230323,143.741471311368,13.2829909189549,2912.80820736106,2908.08618212929,2925.34260056153,2915.41233001729,9.93027054423842,0.328341488851414,0.364519880219419,0.357654481052883,0.350171950041239,0.0218304611898246,0.16801122597039,0.177576239411682,0.175678301728468,0.173755255703513,0.00574402973312322
778,6611.05259624717,137.393544036554,137.007687927995,157.132731865885,143.844654610145,13.2880772557406,2913.14755940748,2908.05012162213,2925.55044716088,2915.58270939683,9.96773776405116,0.328102170378199,0.365024554094022,0.357834186436267,0.350320303636163,0.0222181332579638,0.166358336615203,0.17603169702376,0.174060659957811,0.172150231198925,0.00579189458372162
779,6620.92596355009,137.501588245842,137.100923979475,157.241001501448,143.947837908922,13.2931635925263,2913.48691145391,2908.01406111497,2925.75829376024,2915.75308877637,10.0052049838638,0.327862851904984,0.365529227968625,0.358013891819652,0.350468657231087,0.022605805326103,0.159749135693196,0.169232899620723,0.167251794248023,0.165411276520647,0.00566214082745137
780,6629.73932479495,137.605699157772,137.2019538256,157.34927113701,144.052308040127,13.2969630968832,2913.75581357458,2908.10174713902,2925.96614035959,2915.94123369106,10.0249066685259,0.327623533431769,0.366033901843228,0.358193597203037,0.350617010826011,0.0229934773942423,0.182089850847034,0.193122204588595,0.190763024452402,0.188658359962677,0.00656850911564258
781,6637.34957221082,137.703750423327,137.313593255141,157.457540772573,144.158294817014,13.2992459555592,2913.91618038801,2908.35788758166,2926.17398695894,2916.14935164287,10.0246353160686,0.327165117512636,0.366180560741452,0.358201260068594,0.350515646107561,0.0233505285949247,0.180759665118697,0.191886522415388,0.189500852014126,0.187382346516071,0.00662268139737318
